Installs,Size Num
"1,000,000+",7700
"1,000,000+",60000
"1,000,000+",60000
"1,000,000+",5600
"100,000+",5200
"1,000,000+",25000
"1,000,000+",3300
"5,000,000+",29000
"1,000,000+",49000
"1,000,000+",3600
"5,000,000+",48000
"1,000,000+",5400
"5,000,000+",18000
"1,000,000+",3200
"5,000,000+",11000
"1,000,000+",8500
"1,000,000+",24000
"10,000,000+",26000
"100,000+",14000
"1,000,000+",78000
"1,000,000+",7000
"1,000,000+",9200
"10,000,000+",4900
"50,000,000+",6500
"1,000,000+",11000
"1,000,000+",96000
"500,000+",2900
"10,000,000+",24000
"50,000,000+",55000
"5,000,000+",74000
"100,000,000+",24000
"100,000,000+",32000
"1,000,000+",15000
"10,000+",6300
"100,000,000+",97000
"10,000,000+",74000
"500,000+",14000
"10,000+",14000
"10,000+",5700
"500,000+",19000
"5,000,000+",50000
"100,000,000+",76000
"100,000,000+",70000
"1,000,000+",29000
"500,000+",16000
"50,000,000+",13000
"50,000,000+",73000
"50,000+",17000
"100,000,000+",85000
"100,000,000+",99000
"100,000,000+",92000
"100,000,000+",37000
"10,000,000+",45000
"100,000,000+",57000
"500,000+",26000
"500,000+",47000
"10,000,000+",22000
"50,000,000+",56000
"50,000,000+",50000
"100,000,000+",42000
"10,000,000+",34000
"1,000,000+",70000
"5,000,000+",17000
"5,000,000+",4100
"5,000,000+",11000
"100,000,000+",11000
"500,000+",94000
"10,000,000+",24000
"500,000+",56000
"5,000,000+",66000
"10,000,000+",63000
"500,000+",91000
"1,000,000+",17000
"1,000,000+",21000
"5,000,000+",81000
"1,000,000+",3000
"100,000,000+",59000
"1,000,000+",83000
"1,000,000+",19000
"10,000,000+",23000
"50,000+",32000
"100,000,000+",39000
"50,000,000+",57000
"100,000,000+",52000
"10,000+",7500
"10,000+",7400
"10,000,000+",8900
100+,6300
"10,000,000+",18000
100+,14000
"10,000+",20000
"1,000,000+",96000
"5,000+",35000
"10,000+",8400
"1,000+",8600
"50,000,000+",55000
100+,29000
"50,000+",13000
"50,000+",16000
"100,000,000+",40000
"50,000+",6700
"100,000,000+",100000
"100,000,000+",94000
"10,000,000+",4400
"1,000+",64000
"1,000+",4500
"5,000+",6000
"100,000+",7400
"50,000+",3700
"1,000+",25000
500+,10000
500+,26000
"100,000,000+",98000
"100,000,000+",97000
"1,000,000+",1800
"50,000+",11000
"100,000+",78000
"10,000,000+",50000
"100,000,000+",74000
"1,000,000+",8300
"10,000+",7700
"50,000+",2500
"1,000,000+",5300
"50,000+",4000
"1,000+",4200
"10,000+",74000
"100,000+",6900
"10,000+",6600
"1,000,000+",16000
"10,000+",4700
"100,000+",5400
"1,000+",35000
"5,000+",26000
"50,000+",32000
"5,000+",2700
"10,000+",3700
"100,000+",7000
"5,000+",6900
"100,000,000+",63000
"10,000+",2200
"100,000+",30000
"100,000+",5800
"50,000+",3100
"1,000+",1500
"100,000+",8600
"5,000+",772
"5,000+",3300
"50,000+",5000
"5,000+",1100
"10,000+",4400
"10,000+",2100
"5,000+",1600
"100,000,000+",29000
"10,000,000+",39000
"10,000,000+",29000
"10,000,000+",14000
"100,000,000+",41000
"50,000,000+",9700
"100,000,000+",60000
"100,000,000+",62000
"50,000,000+",47000
"100,000,000+",89000
"100,000,000+",9900
"100,000+",64000
"50,000,000+",48000
"100,000+",12000
"100,000,000+",61000
"50,000,000+",32000
"10,000,000+",28000
"1,000,000+",36000
"100,000,000+",13000
"100,000,000+",69000
"100,000,000+",74000
"100,000+",18000
"500,000+",3600
"100,000,000+",79000
"50,000,000+",66000
"100,000,000+",42000
"1,000,000+",9800
"10,000,000+",2800
"5,000,000+",40000
"100,000+",20000
"1,000,000+",25000
"10,000,000+",44000
"5,000,000+",8800
"100,000,000+",16000
"10,000,000+",89000
"1,000,000+",58000
"10,000,000+",20000
"500,000+",4800
"500,000+",318
"100,000,000+",13000
"100,000+",4900
"500,000+",12000
"5,000,000+",66000
"100,000,000+",50000
"10,000,000+",59000
"500,000+",14000
"1,000,000+",5900
"100,000+",41000
"5,000,000+",37000
"10,000,000+",22000
"100,000,000+",15000
"1,000,000+",6100
"50,000,000+",3100
"10,000+",58
"500,000+",79000
"1,000,000+",15000
"100,000,000+",55000
"100,000+",11000
"5,000+",13000
"50,000+",4900
"100,000+",7600
"50,000+",3000
"50,000+",37000
"500,000+",9300
"1,000+",23000
"50,000+",241
"100,000,000+",11000
"500,000+",9200
"5,000+",4800
10+,16000
"100,000+",40000
"5,000+",13000
500+,4900
"500,000+",31000
10-,14000
"10,000+",3000
"50,000+",9900
"500,000+",3700
10+,1700
500+,11000
"10,000,000+",63000
"5,000+",2100
"10,000+",1400
"50,000,000+",36000
"50,000,000+",32000
"50,000,000+",59000
"5,000,000+",37000
"100,000,000+",7900
"100,000+",25000
"1,000,000+",19000
"100,000+",39000
"5,000+",196
"10,000+",2300
"1,000+",8100
"50,000,000+",51000
"1,000+",3400
"100,000+",8800
"500,000+",28000
100+,11000
100+,6100
"10,000+",14000
"50,000+",94000
"5,000+",11000
"50,000+",14000
"5,000+",1600
500+,15000
"50,000+",2700
"5,000+",5700
"50,000+",47000
10+,1600
500+,857
"1,000+",25000
"10,000+",1300
100+,1500
"100,000,000+",33000
"5,000,000+",3900
"100,000+",87000
"10,000,000+",14000
"10,000,000+",10000
"100,000+",5900
"100,000,000+",58000
"5,000+",1900
"5,000+",48000
"1,000,000+",57000
500+,51
"1,000+",4500
"500,000+",8900
"10,000+",26000
"5,000+",15000
100+,1500
"1,000,000+",2200
"5,000+",42000
"5,000,000+",5600
"1,000+",8500
"10,000+",8900
"10,000+",13000
"10,000+",13000
"50,000+",5400
"1,000,000+",27000
100+,3000
"1,000+",19000
"10,000+",8300
"100,000,000+",57000
"50,000+",1200
"50,000+",2800
"10,000+",19000
"1,000,000+",7200
"100,000,000+",52000
"10,000,000+",65000
"500,000+",37000
"5,000,000+",2900
"100,000,000+",11000
"500,000+",34000
"1,000,000+",6500
"1,000,000+",3900
"1,000,000+",3900
"100,000,000+",57000
"500,000+",2800
"10,000,000+",23000
"10,000,000+",55000
"100,000,000+",75000
"1,000,000+",40000
"5,000,000+",50000
"10,000,000+",25000
"5,000,000+",25000
"5,000,000+",6600
"10,000,000+",36000
"10,000,000+",75000
"1,000,000+",8800
"1,000,000+",43000
"10,000,000+",9900
"100,000,000+",96000
"100,000+",953
"10,000+",9000
"50,000,000+",23000
"10,000+",2600
"10,000,000+",23000
"50,000,000+",35000
"1,000+",7200
"100,000,000+",49000
"10,000+",4700
"1,000,000+",43000
"50,000,000+",97000
"1,000+",3100
"50,000+",6700
10+,13000
"1,000+",7100
"10,000,000+",9100
"1,000+",98000
500+,30000
"1,000+",8900
"10,000+",13000
"1,000+",2400
100+,44000
"1,000+",7300
"10,000+",33000
"10,000+",3400
"10,000+",3800
500+,3600
"50,000+",40000
"500,000+",14000
"10,000,000+",34000
"100,000+",40000
"1,000+",11000
"100,000+",63000
"100,000+",14000
"100,000+",61000
"100,000+",63000
500+,8900
"5,000+",10000
"1,000,000+",44000
"500,000+",10000
"100,000+",59000
"1,000+",7400
"1,000+",23000
"10,000,000+",50000
"1,000+",44000
"1,000+",15000
"1,000+",40000
"100,000+",62000
"10,000+",2100
"5,000+",31000
100+,19000
"5,000+",26000
"1,000+",3600
"10,000+",13000
"5,000+",4500
"1,000,000+",35000
"100,000+",71000
"10,000+",15000
100+,23000
"10,000+",3500
"10,000+",60000
"10,000+",40000
"100,000,000+",78000
"50,000,000+",20000
"5,000,000+",49000
"50,000,000+",40000
"50,000,000+",48000
"10,000,000+",87000
"500,000+",20000
"100,000,000+",50000
"1,000,000+",865
"50,000+",2900
"50,000+",67000
"100,000+",2400
"10,000,000+",61000
"1,000,000+",6800
"500,000+",2600
"1,000,000+",13000
"100,000,000+",29000
"10,000,000+",84000
"100,000+",5400
"100,000+",2800
"50,000+",2900
"10,000,000+",6900
"10,000,000+",46000
"100,000+",27000
"10,000,000+",37000
"1,000,000+",82000
"10,000+",44000
"1,000,000+",7300
"1,000,000+",37000
"50,000,000+",53000
"100,000+",44000
"10,000+",24000
"100,000+",34000
"10,000+",9100
"100,000+",38000
"5,000+",15000
"10,000+",26000
"50,000+",63000
"5,000+",251
"100,000+",4200
"10,000+",7300
"1,000,000+",49000
"10,000,000+",9700
"100,000+",1400
"10,000+",4900
"10,000+",6200
"10,000+",6000
"10,000+",1200
"10,000+",16000
"10,000,000+",59000
"10,000+",7700
"1,000,000+",30000
"100,000+",6400
"5,000,000+",64000
"1,000,000+",46000
"1,000,000+",76000
"500,000+",54000
"1,000,000+",8400
"10,000+",22000
"10,000,000+",23000
"10,000+",8200
"50,000+",3800
"1,000,000+",54000
"1,000+",9100
"100,000+",40000
"100,000+",28000
"10,000+",11000
"5,000+",34000
"1,000,000+",58000
"100,000+",21000
"5,000,000+",45000
"5,000,000+",22000
"10,000+",28000
"1,000,000+",17000
"1,000,000+",31000
"1,000+",59000
"500,000+",91000
"50,000+",20000
"1,000,000+",69000
"50,000+",71000
"1,000+",13000
"100,000+",33000
"10,000+",3300
"100,000+",6400
"100,000+",20000
"10,000+",7600
"50,000+",62000
"1,000+",32000
"5,000+",49000
"10,000+",930
"10,000+",34000
"1,000,000+",49000
"10,000+",24000
"100,000+",72000
"1,000,000+",8700
"10,000+",40000
"50,000+",6800
"10,000+",47000
"100,000+",3600
100+,2900
"50,000+",26000
100+,1300
"50,000+",45000
"1,000,000+",540
"500,000+",4600
"5,000+",313
"1,000,000+",8600
"100,000+",746
"100,000+",10000
"5,000+",38000
"500,000+",5100
"10,000,000+",6100
"100,000+",28000
"50,000+",5200
"10,000,000+",22000
"100,000,000+",34000
"1,000+",51000
100+,39000
10-,2100
100+,12000
"1,000+",11000
"100,000+",7500
"1,000,000+",24000
100+,19000
10+,1900
500+,5200
10-,2300
100+,4500
"10,000+",1700
10+,1800
"5,000+",6300
10-,5500
100+,6200
"10,000+",28000
100+,4300
"50,000+",5700
500+,4900
10-,3600
"5,000+",2000
"10,000+",16000
"100,000,000+",7400
"1,000+",4300
"100,000+",7300
100+,60000
"1,000+",3700
"10,000+",24000
"100,000+",10000
"10,000+",7500
500+,13000
"1,000+",3600
"10,000+",2000
"1,000+",14000
"10,000+",2300
"5,000+",16000
500+,20000
10+,21000
"10,000+",2100
"5,000+",26000
"100,000+",14000
"500,000+",18000
"1,000,000+",60000
"500,000+",7100
"50,000+",60000
"1,000,000+",40000
"1,000,000+",55000
"1,000,000+",20000
"10,000,000+",19000
"500,000+",17000
"100,000+",3600
"1,000+",4500
100+,3600
"5,000+",33000
"10,000+",43000
"100,000+",21000
"10,000+",2300
"500,000+",14000
"10,000+",19000
"100,000+",95000
"100,000+",29000
"50,000,000+",2700
"1,000+",16000
50+,3900
"10,000+",3100
"10,000+",12000
"5,000+",39000
"5,000+",26000
"100,000+",19000
"100,000,000+",67000
"100,000+",12000
"10,000+",2800
"1,000+",6200
"1,000+",2900
"1,000+",5900
"500,000+",60000
"1,000+",4900
"100,000+",62000
"1,000,000+",96000
"5,000+",9200
"1,000+",2800
"1,000+",3900
"10,000+",2200
"10,000+",203
"50,000+",37000
10-,3700
"10,000+",7700
"1,000+",2900
10+,29000
"100,000+",34000
"1,000+",3600
50+,5700
10-,64000
10+,3400
"5,000+",58
50+,6700
"100,000+",23000
"5,000+",8900
"100,000+",57000
"1,000+",12000
"5,000+",13000
"50,000+",93000
"100,000+",83000
100+,41000
100+,28000
"100,000+",2700
500+,4400
10+,3400
"100,000,000+",17000
"1,000,000+",2200
"1,000,000+",7100
"1,000,000+",20000
"1,000+",26
"10,000,000+",31000
"100,000,000+",45000
"10,000,000+",33000
"1,000,000+",14000
"1,000+",37000
"100,000,000+",24000
"1,000,000+",6500
"50,000,000+",40000
"500,000+",93000
"50,000+",314
"50,000+",3700
"1,000,000+",57000
100+,2700
"100,000,000+",68000
"10,000,000+",25000
"10,000,000+",2400
"1,000,000+",96000
"10,000+",2200
"100,000+",33000
"1,000,000+",19000
"5,000,000+",21000
"10,000,000+",26000
"500,000+",29000
"10,000+",3700
"10,000,000+",25000
"10,000+",28000
"10,000,000+",2100
"5,000,000+",15000
"100,000+",7900
"10,000+",46000
"10,000,000+",8900
"1,000+",13000
"5,000+",20000
"5,000,000+",2300
"10,000+",4900
"1,000+",23000
"10,000+",35000
"100,000+",18000
"1,000,000+",45000
"5,000+",5600
"50,000+",4500
"1,000,000+",5800
"1,000,000+",24000
"1,000,000+",21000
"500,000+",31000
"5,000,000+",74000
"10,000,000+",21000
"10,000,000+",7300
"100,000,000+",3300
"500,000+",11000
"10,000+",53000
"5,000+",37000
"100,000+",37000
"10,000+",2000
"50,000+",26000
"50,000+",42000
"50,000+",7800
"100,000+",3500
"1,000+",14000
"500,000+",5100
"10,000+",1900
"100,000+",38000
"500,000+",3000
"5,000+",2200
"10,000+",3500
"10,000+",4000
"100,000+",27000
"10,000+",13000
"100,000+",21000
"50,000+",3500
"10,000,000+",22000
"10,000+",7200
"500,000+",4800
"5,000+",13000
"10,000+",7500
"100,000+",5400
"100,000+",30000
"100,000+",196
"100,000+",16000
"500,000+",3800
"100,000+",17000
"5,000+",26000
"10,000+",28000
"1,000,000+",38000
"50,000,000+",17000
"100,000+",20000
"5,000,000+",6900
"1,000,000+",59000
"100,000+",67000
"500,000+",61000
"10,000,000+",1600
"1,000,000+",3700
"50,000,000+",4900
"100,000+",30000
"100,000,000+",40000
"500,000+",10000
"5,000+",100000
"100,000+",42000
"1,000,000+",95000
"100,000+",28000
"100,000+",4200
"100,000+",3600
50+,17000
"1,000,000+",4600
"10,000+",7900
"10,000+",4300
"1,000+",3600
"100,000+",5900
"500,000+",35000
"5,000+",1800
"5,000+",9500
"10,000+",19000
"50,000+",25000
"100,000+",37000
"100,000+",3600
"10,000+",17000
"5,000+",2900
"5,000+",3400
500+,2900
"5,000+",3500
"100,000,000+",37000
"1,000+",1500
"50,000+",47000
"50,000,000+",11000
"10,000+",9100
"10,000,000+",32000
"5,000+",16000
"100,000+",2500
"10,000,000+",6700
"10,000+",1900
"10,000+",27000
"1,000,000+",79
"5,000+",7600
"5,000,000+",8200
"50,000+",33000
"10,000,000+",3100
"10,000,000+",27000
"10,000+",1500
"10,000+",4500
"50,000,000+",43000
"5,000,000+",21000
"100,000+",4400
"5,000,000+",16000
"100,000+",13000
"5,000,000+",34000
"100,000+",8300
"50,000+",2500
"5,000+",3500
"10,000,000+",6400
"1,000,000+",4300
"1,000,000+",6300
"10,000+",8600
"100,000+",1900
"1,000,000+",118
"5,000,000+",49000
"10,000,000+",3700
"1,000+",3500
"500,000+",53000
"10,000+",8000
"100,000+",27000
"10,000+",24000
"1,000,000+",11000
"1,000,000+",3200
"500,000+",3700
"5,000+",1200
"50,000+",8400
"100,000+",31000
50+,9600
"500,000+",45000
"1,000,000+",56000
"10,000+",26000
"100,000+",17000
"1,000+",6900
"1,000,000+",99000
"1,000,000+",47000
"100,000+",36000
"100,000+",21000
"500,000+",3000
"100,000+",8500
"10,000+",2000
"100,000+",15000
"100,000+",50000
"1,000,000+",17000
"500,000+",1900
"10,000,000+",70000
"100,000,000+",41000
"50,000,000+",99000
"10,000,000+",96000
"100,000,000+",16000
"10,000,000+",84000
"10,000,000+",5000
"1,000,000+",5000
"5,000,000+",99000
"5,000,000+",99000
"100,000,000+",26000
"50,000+",37000
"10,000,000+",9000
"10,000,000+",88000
"5,000,000+",87000
"50,000,000+",78000
"1,000,000+",67000
"1,000,000+",59000
"10,000,000+",1400
"1,000,000+",59000
"100,000,000+",47000
"5,000,000+",76000
"100,000+",62000
"10,000,000+",80000
"1,000,000+",3800
"1,000,000+",56000
"5,000,000+",72000
"50,000+",25000
"10,000+",79000
"100,000+",98000
"1,000+",68000
"100,000+",91000
"500,000+",44000
"1,000,000+",96000
"10,000+",61000
"10,000+",19000
"5,000,000+",8800
"1,000,000+",96000
"10,000+",7700
100+,10000
"1,000,000+",2200
"500,000+",16000
10+,5700
"100,000+",29000
"5,000+",24000
"1,000,000+",4300
"10,000+",48000
"5,000,000+",2300
"10,000,000+",13000
"500,000+",7600
"10,000,000+",99000
"1,000+",22000
"1,000,000+",12000
"10,000,000+",88000
"5,000,000+",91000
"10,000,000+",99000
"10,000,000+",10000
"100,000,000+",57000
"100,000+",18000
"100,000+",33000
"100,000+",8200
"100,000,000+",46000
"10,000,000+",63000
"5,000+",239
"50,000,000+",48000
"10,000+",48000
"100,000+",18000
"500,000+",8300
"10,000+",54000
"1,000+",30000
"10,000+",8300
"100,000+",23000
500+,11000
"50,000+",8400
"50,000,000+",82000
"10,000+",5000
"1,000,000+",17000
"1,000+",37000
"100,000,000+",45000
"10,000+",40000
"1,000,000+",7000
"1,000+",3800
"1,000+",22000
"1,000,000+",15000
"1,000,000+",8500
"10,000+",371
"1,000,000+",5200
"500,000+",13000
"500,000+",92000
"100,000+",2000
"1,000,000+",5000
"500,000+",1800
"100,000+",1700
"5,000+",24000
"10,000+",23000
"1,000,000+",5100
"50,000+",7900
"100,000+",7800
"10,000+",4200
"10,000+",18000
"10,000+",3300
"100,000+",7700
"5,000+",3100
"50,000+",27000
"5,000+",220
"50,000+",26000
"1,000,000+",3000
"100,000+",28000
"10,000+",11000
"100,000+",6100
"100,000+",26000
"50,000+",5000
"10,000+",2100
"10,000+",6100
"10,000+",2200
"1,000,000+",14000
"100,000+",2300
"10,000,000+",28000
"1,000,000+",3000
"100,000+",9700
"100,000+",3400
"50,000+",3900
"1,000+",9400
"50,000+",26000
"100,000+",27000
"1,000+",4400
"10,000+",26000
"1,000,000+",3200
"500,000+",7000
"500,000+",1400
"1,000,000+",1700
"500,000+",1500
"10,000,000+",39000
"50,000,000+",6100
"1,000,000+",4300
"50,000+",8300
"50,000+",730
"1,000,000+",2100
"10,000+",26000
"50,000+",756
"1,000,000+",3200
"10,000+",4100
"50,000+",20000
"1,000,000+",3600
"10,000+",44000
"100,000+",26000
"1,000+",17000
"10,000+",1100
"1,000,000+",2900
"10,000+",24000
"100,000+",14000
"100,000+",6900
"1,000+",12000
"100,000+",91
"5,000+",9400
"1,000,000+",1700
100+,293
"500,000+",35000
"50,000+",3800
"1,000+",17
"50,000+",74
"5,000,000+",20000
"10,000+",1100
"100,000+",4100
"100,000+",13000
"1,000+",14
"100,000+",8300
"100,000+",9000
"100,000+",9000
10+,3300
"1,000,000+",28000
"1,000,000+",19000
"5,000,000+",59000
"50,000+",1900
"100,000+",12000
"5,000+",1800
"10,000+",30000
"50,000+",18000
"1,000,000+",29000
"100,000+",26000
"1,000,000+",12000
"100,000+",12000
"1,000,000+",17000
"50,000+",18000
"50,000+",26000
"100,000+",17000
"1,000,000+",12000
"1,000+",317
"10,000+",7500
"1,000+",66000
"1,000+",30000
"100,000+",35000
"100,000+",26000
"10,000+",15000
"10,000+",27000
"10,000+",39000
"10,000+",9100
10+,13000
"10,000,000+",35000
"10,000+",5100
"10,000+",6700
"1,000,000+",37000
"500,000+",3900
100+,4000
"50,000+",7600
"1,000+",6600
"5,000,000+",32000
"1,000+",2900
"10,000+",78
"1,000+",1200
"10,000,000+",15000
"10,000+",18000
"10,000+",15000
"5,000+",19000
100+,4100
"10,000,000+",5600
"1,000+",3500
"100,000+",6400
"10,000+",3000
"10,000+",924
"1,000+",11000
"5,000,000+",4900
"5,000+",6100
100+,902
100+,53000
500+,1300
"10,000+",4700
"5,000+",3100
50+,11000
100+,3700
"500,000+",266
100+,19000
"10,000,000+",2000
"5,000,000+",4100
"1,000+",3400
"1,000,000+",13000
"1,000+",46000
"1,000,000+",3900
100+,11000
"1,000+",3500
100+,11000
"10,000,000+",17000
"10,000,000+",17000
"5,000,000+",11000
"10,000,000+",64000
"1,000,000+",10000
"1,000,000+",35000
"500,000+",12000
"1,000,000+",2400
500+,3700
"10,000+",6300
"10,000+",22000
"1,000+",10000
"5,000+",3700
500+,4600
"10,000+",44000
"1,000+",18000
"10,000+",9700
"1,000+",2700
"1,000+",51000
"5,000+",47000
"100,000+",56000
"5,000+",24000
100+,52000
10+,4900
100+,1700
"1,000+",16000
"10,000+",6500
"1,000+",27000
100+,36000
"1,000+",5200
100+,43000
50+,8600
100+,2000
"1,000+",14000
10+,15000
50+,12000
50+,45000
50+,3200
500+,62000
"10,000+",15000
100+,13000
100+,18000
100+,1700
"10,000+",15000
100+,2900
"1,000+",5900
10-,4200
500+,74000
10-,1700
10+,47000
"50,000+",6900
100+,8700
"100,000+",818
100+,28000
100+,29000
"1,000+",59000
100+,29000
50+,29000
"50,000+",59000
100+,27000
50+,29000
100+,29000
100+,14000
"10,000+",10000
100+,81
100+,28000
"100,000+",9800
100+,29000
100+,28000
"5,000+",318
100+,5400
50+,28000
100+,29000
100+,29000
100+,29000
100+,3000
500+,27000
50+,29000
"100,000+",86000
50+,22000
10-,29000
50+,29000
100+,29000
100+,16000
100+,27000
100+,29000
10+,5700
"100,000+",5700
100+,29000
100+,2000
50+,29000
10-,20000
50+,28000
100+,27000
10+,29000
"50,000+",9100
50+,29000
100+,29000
"1,000,000+",35000
"100,000+",5900
"50,000+",1200
"5,000+",39000
"1,000,000+",27000
"1,000+",3200
"50,000+",4200
"1,000,000+",31000
"10,000+",3900
"100,000+",25000
"50,000+",69000
"50,000+",4300
"1,000,000+",9800
"10,000+",13000
"1,000,000+",16000
"10,000+",4200
"5,000+",99000
100+,2300
"1,000+",3600
"1,000+",26000
100+,3200
"1,000+",2800
"100,000+",8300
500+,3800
"1,000,000+",3400
"1,000+",3500
"100,000+",1900
"5,000+",3300
"10,000,000+",7100
100+,7900
"100,000+",1400
100+,1800
100+,7500
"1,000+",4300
"5,000+",2800
100+,7900
500+,3700
"1,000+",48000
"10,000+",14000
500+,5700
"10,000+",939
"5,000,000+",58000
"50,000+",42000
"50,000+",35000
"100,000+",43000
"10,000+",63000
"1,000,000+",60000
100+,2800
10+,3200
100+,4200
"1,000,000+",32000
10+,22000
500+,7300
"10,000+",5300
100+,50000
500+,7500
500+,26000
10+,17000
"1,000+",4200
"1,000+",31000
100+,7600
100+,1700
10+,169
10+,63000
10+,7700
"10,000+",45
100+,6600
100+,14000
100+,22000
100+,3600
50+,8400
"5,000+",25000
100+,475
10-,4300
50+,35000
"1,000+",3600
50+,24000
10+,35000
"100,000+",91000
10-,27000
50+,31000
10-,2700
10+,32000
10+,27000
"500,000+",67000
10+,8200
10+,30000
100+,3900
500+,1100
"100,000+",48000
"100,000+",14000
100+,18000
"500,000+",2900
"50,000+",4400
"1,000+",89000
"10,000+",13000
"1,000+",3800
"5,000+",15000
100+,15000
"10,000+",25000
"10,000,000+",34000
"50,000+",6800
"10,000+",24000
500+,3400
"1,000,000+",24000
500+,5800
500+,4900
100+,16000
"1,000+",46000
100+,33000
"10,000,000+",43000
"10,000,000+",56000
"10,000+",2800
10+,11000
"5,000+",26000
10+,11000
500+,8800
"1,000+",6200
"1,000+",7600
10+,4900
100+,5100
"5,000+",4200
"10,000+",7000
"5,000,000+",38000
10-,8700
100+,2100
"5,000,000+",12000
"1,000+",58000
"50,000+",18000
"10,000,000+",20000
"50,000+",8000
"50,000+",3000
"1,000+",12000
"10,000+",8000
"10,000+",28000
"10,000+",29000
"10,000,000+",4700
"50,000+",40000
"500,000+",14000
"10,000,000+",16000
"10,000,000+",9700
"1,000,000+",49000
"100,000+",3700
"50,000+",27000
"1,000,000+",3600
"100,000+",5300
"1,000,000+",2400
"5,000,000+",8500
"100,000+",6700
"500,000+",9000
"10,000+",266
"500,000+",27000
"1,000,000+",67000
"1,000,000+",22000
"10,000+",11000
"1,000,000+",68000
"100,000+",40000
"50,000+",15000
"50,000+",23000
"50,000+",4200
"100,000+",2900
"100,000+",85000
"100,000+",1800
"10,000+",1100
"10,000,000+",22000
"10,000+",8700
"10,000+",2600
"50,000+",4700
"1,000+",2900
"1,000+",22000
"5,000+",965
"1,000+",1800
"10,000+",2000
"5,000+",2700
"1,000,000+",56000
"1,000+",2700
"1,000+",2900
"10,000+",4900
"10,000+",20000
"10,000+",12000
"5,000+",3800
"10,000+",4200
"5,000+",1400
"100,000+",21000
"1,000+",41000
"100,000+",57000
"100,000+",15000
"500,000+",5100
"10,000+",31000
"1,000,000+",28000
"1,000,000+",39000
"100,000+",34000
"10,000,000+",31000
"10,000,000+",76000
"5,000,000+",40000
"10,000,000+",46000
"10,000,000+",8700
"10,000,000+",80000
"1,000,000+",24000
"5,000,000+",21000
"5,000,000+",9700
"5,000,000+",12000
"5,000,000+",57000
"1,000,000+",81000
"1,000,000+",6700
"100,000+",3800
"1,000,000+",5900
"5,000+",46000
"1,000+",3300
"1,000,000+",48000
"10,000+",33000
100+,42000
"10,000,000+",99000
"100,000+",4500
"1,000,000+",28000
"100,000+",8100
"100,000+",21000
"1,000,000+",56000
"10,000,000+",25000
"10,000,000+",26000
"100,000,000+",99000
"10,000,000+",25000
"10,000,000+",99000
"5,000,000+",43000
"1,000,000+",17000
"5,000,000+",80000
"5,000,000+",44000
"100,000+",12000
"10,000,000+",100000
"1,000,000+",69000
"10,000,000+",90000
"10,000,000+",88000
"100,000+",64000
"10,000,000+",39000
"10,000,000+",54000
"5,000,000+",56000
"1,000,000+",14000
"10,000,000+",75000
"50,000,000+",13000
"10,000+",8100
"100,000+",20000
"10,000,000+",57000
"5,000,000+",31000
"10,000,000+",39000
"10,000+",29000
"10,000,000+",3600
"1,000,000+",3800
"1,000,000+",4600
"5,000+",545
"1,000+",2100
"100,000+",61
"10,000+",13000
"10,000+",2800
"10,000+",9900
"10,000+",2500
"5,000+",5400
100+,14000
"5,000+",1300
"1,000+",2500
"5,000+",283
"1,000+",2300
"10,000+",1600
"500,000+",25000
"100,000+",5400
"1,000+",1500
10+,5300
"100,000+",2000
"10,000+",5400
"10,000+",41000
"5,000+",5400
"10,000+",2400
"10,000+",5400
"10,000+",9000
"1,000,000+",25000
100+,1200
500+,45000
"5,000+",5300
"1,000+",3200
100+,73000
10-,11000
"50,000+",5400
10+,655
"1,000,000+",5600
"1,000+",17000
"5,000+",9500
10-,7400
"5,000+",5400
"1,000+",2600
10+,96000
"1,000,000+",73000
"1,000+",5400
"1,000,000+",35000
"100,000+",48000
"100,000+",37000
10+,17000
100+,35000
10+,2300
10-,16000
500+,26000
500+,2900
"10,000+",714
"1,000+",12000
50+,52000
10+,3200
10+,49000
10-,28000
10+,12000
"5,000+",17000
"10,000+",37000
"1,000,000+",2000
"10,000,000+",82000
"5,000,000+",37000
"1,000,000+",48000
"10,000,000+",54000
"5,000,000+",46000
"10,000,000+",51000
"1,000,000+",48000
"5,000,000+",55000
"10,000+",25000
"100,000+",33000
"1,000,000+",100000
"5,000,000+",70000
"50,000+",9200
"10,000,000+",43000
"1,000,000+",91000
"5,000,000+",29000
"100,000+",44000
"1,000+",30000
"10,000,000+",99000
"100,000+",90000
"50,000+",72000
"5,000,000+",47000
"10,000,000+",23000
"100,000+",26000
"100,000+",5000
"10,000+",20000
"100,000+",30000
"10,000+",37000
"10,000+",28000
"10,000+",85000
"5,000+",22000
"10,000+",82000
"1,000+",65000
"5,000+",43000
"10,000+",80000
"1,000,000+",21000
"1,000,000+",93
"5,000+",90000
"10,000+",67000
"1,000+",32000
"100,000+",2700
"1,000+",36000
"5,000+",35000
"1,000,000+",41000
"50,000+",71000
"10,000+",70000
"1,000,000+",22000
"5,000,000+",14000
50+,6000
"100,000+",53000
"1,000,000+",872
"100,000+",1300
"10,000+",1600
"10,000,000+",56000
"100,000+",3400
"50,000+",3100
"500,000+",20000
"50,000+",6200
"1,000+",121
"10,000,000+",95000
"10,000,000+",9400
"10,000,000+",2500
"10,000,000+",93000
"100,000,000+",70000
"5,000,000+",1700
"10,000,000+",37000
"5,000,000+",70000
"1,000,000+",3300
"50,000,000+",16000
"5,000,000+",19000
