,Rating_num,Installs
4678,4.2,"100,000+"
4679,3.9,"500,000+"
4680,3.9,"10,000,000+"
4681,4.4,"100,000,000+"
4682,3.8,"10,000,000+"
4683,4.5,"50,000,000+"
4684,4.2,"1,000,000+"
4685,3.7,"50,000,000+"
4686,4.3,"50,000,000+"
4687,4.3,"100,000+"
4688,4.6,"100,000,000+"
4689,3.3,"500,000+"
4690,3.6,"5,000+"
4691,4.1,"100,000+"
4692,3.8,"1,000,000+"
4693,3.3,"100,000+"
4694,4.5,"100,000+"
4695,4.8,"100,000+"
4696,4.6,"100,000,000+"
4698,4.3,"1,000,000+"
4699,4.5,"10,000+"
4700,4.2,"50,000+"
4701,3.8,"10,000+"
4702,4.7,"1,000+"
4703,4.2,"100,000+"
4704,4.3,"500,000+"
4705,4.7,"5,000+"
4706,4.7,"5,000+"
4707,3.6,"10,000+"
4708,4.2,"50,000+"
4709,4.0,"100,000+"
4710,4.3,"100,000+"
4711,4.7,"10,000+"
4712,4.2,"100,000,000+"
4713,4.6,"5,000+"
4714,4.8,"5,000+"
4715,4.6,"100,000,000+"
4716,3.8,500+
4717,4.6,"100,000,000+"
4718,4.3,"10,000,000+"
4719,4.2,"5,000+"
4720,4.5,"100,000,000+"
4721,3.2,"1,000+"
4722,4.3,"50,000,000+"
4723,4.3,"50,000+"
4724,4.5,"10,000,000+"
4725,4.4,"50,000,000+"
4726,1.9,"10,000+"
4727,4.4,"10,000,000+"
4728,2.5,"5,000+"
4729,4.2,"100,000+"
4730,4.3,"10,000,000+"
4731,4.0,"10,000+"
4732,4.5,"1,000,000+"
4733,4.8,"10,000+"
4734,4.2,"1,000,000+"
4735,4.7,"5,000+"
4736,4.4,"5,000,000+"
4737,4.4,"50,000+"
4738,4.4,"10,000,000+"
4739,4.6,"10,000,000+"
4740,4.6,"5,000,000+"
4741,4.2,"10,000+"
4742,4.5,"10,000,000+"
4743,4.0,"10,000+"
4744,4.4,"100,000,000+"
4745,4.2,"50,000,000+"
4746,4.5,"5,000,000+"
4747,4.6,"5,000,000+"
4748,4.4,"100,000,000+"
4749,4.7,"100,000+"
4750,4.2,"5,000,000+"
4751,4.4,"100,000+"
4752,3.2,"5,000,000+"
4753,4.1,"100,000+"
4754,4.0,"50,000+"
4755,4.7,"5,000+"
4756,4.6,"10,000,000+"
4757,4.6,"1,000,000+"
4758,4.7,"1,000,000+"
4759,4.8,"10,000+"
4760,4.6,"100,000+"
4761,4.2,"1,000,000+"
4762,4.3,"5,000,000+"
4763,3.3,"10,000,000+"
4764,4.7,"1,000+"
4765,4.5,"500,000+"
4766,4.0,"10,000+"
4767,4.5,"1,000,000+"
4768,4.2,"100,000+"
4769,4.6,"10,000+"
4770,4.2,"1,000,000+"
4771,4.7,"1,000,000+"
4772,4.7,"500,000+"
4773,4.2,"5,000+"
4774,4.3,"50,000+"
4775,4.3,"100,000+"
4777,4.5,"500,000+"
4778,4.4,"1,000,000+"
4779,4.5,"10,000+"
4780,4.6,"100,000+"
4781,4.3,"1,000+"
4782,3.8,"1,000,000+"
4783,4.5,"1,000,000+"
4784,4.5,"1,000,000+"
4785,3.9,"100,000+"
4786,4.0,"100,000+"
4787,2.7,"500,000+"
4788,4.5,"100,000+"
4789,4.0,"10,000+"
4790,2.9,"100,000+"
4791,4.6,"100,000+"
4792,4.4,"1,000,000+"
4793,4.5,"50,000,000+"
4794,4.6,"500,000+"
4795,4.4,"10,000,000+"
4796,4.3,"10,000,000+"
4797,4.4,"100,000,000+"
4798,4.2,"50,000,000+"
4799,4.8,"10,000,000+"
4800,4.3,"100,000,000+"
4801,4.3,"10,000,000+"
4802,4.6,"10,000,000+"
4803,4.6,"1,000,000+"
4804,4.2,"5,000,000+"
4805,4.2,"5,000,000+"
4806,4.1,"5,000,000+"
4807,4.4,"5,000,000+"
4808,4.5,"100,000,000+"
4809,4.4,"100,000,000+"
4810,4.4,"10,000,000+"
4811,4.2,"1,000,000+"
4812,4.5,"100,000,000+"
4813,4.6,"50,000+"
4814,4.5,"10,000,000+"
4815,4.6,"10,000,000+"
4816,4.0,"10,000,000+"
4817,4.5,"5,000,000+"
4818,4.2,"50,000,000+"
4819,3.9,"1,000,000+"
4820,4.7,"1,000,000+"
4821,4.4,"50,000,000+"
4822,4.5,"10,000,000+"
4823,4.3,"1,000,000+"
4824,4.4,"100,000,000+"
4825,4.2,"5,000,000+"
4826,3.9,"100,000+"
4827,4.1,"10,000,000+"
4828,2.2,"1,000,000+"
4829,4.2,"1,000,000+"
4830,4.2,"5,000,000+"
4831,2.8,"50,000+"
4832,3.9,"10,000+"
4833,4.3,"100,000+"
4834,4.8,"1,000+"
4835,4.3,"100,000+"
4836,4.1,"500,000+"
4837,4.2,"1,000,000+"
4838,4.4,"10,000+"
4839,4.1,"1,000,000+"
4840,4.6,"10,000+"
4841,4.3,"5,000,000+"
4842,4.3,"1,000,000+"
4843,3.8,"10,000+"
4844,4.8,"10,000+"
4846,3.8,"1,000,000+"
4847,3.9,"500,000+"
4849,4.3,"100,000+"
4850,4.3,"5,000+"
4851,4.3,"1,000,000+"
4852,4.1,"10,000+"
4853,4.2,"5,000,000+"
4854,4.9,"10,000,000+"
4855,4.5,"500,000+"
4856,4.6,"10,000,000+"
4857,3.8,"1,000+"
4858,4.7,"1,000,000+"
4859,4.5,"10,000,000+"
4860,4.7,"5,000,000+"
4861,4.5,"10,000,000+"
4862,4.8,"10,000,000+"
4863,4.6,"1,000,000+"
4864,4.6,"100,000,000+"
4865,4.3,"100,000+"
4866,4.8,"100,000+"
4867,3.4,"100,000+"
4868,4.6,"50,000+"
4869,4.4,"100,000,000+"
4870,4.5,"10,000,000+"
4871,4.4,"5,000+"
4872,4.4,"10,000,000+"
4873,4.6,"1,000,000+"
4874,4.2,"50,000,000+"
4875,4.3,"1,000,000+"
4876,4.3,"10,000+"
4877,3.8,"100,000+"
4878,3.9,"500,000+"
4879,4.3,"10,000+"
4880,4.8,"100,000+"
4881,4.2,"1,000+"
4882,4.5,"10,000+"
4883,4.8,"100,000+"
4885,4.6,"50,000+"
4886,4.2,"50,000,000+"
4887,4.2,"10,000+"
4888,4.0,"1,000,000+"
4890,4.3,"100,000,000+"
4891,4.8,"10,000+"
4892,4.1,"1,000,000+"
4893,4.7,"1,000+"
4895,4.8,"1,000,000+"
4896,4.0,"1,000,000+"
4897,3.5,"10,000+"
4898,3.8,"1,000,000+"
4899,3.5,"100,000+"
4900,3.3,"500,000+"
4901,3.7,"500,000+"
4902,3.3,"100,000+"
4903,3.4,"1,000,000+"
4904,1.8,"500,000+"
4905,1.6,"100,000+"
4906,1.9,"5,000+"
4907,3.6,"10,000+"
4908,3.4,"1,000,000+"
4909,3.2,"50,000+"
4910,2.5,"100,000+"
4911,4.7,"10,000+"
4912,2.6,"10,000+"
4913,2.8,"10,000+"
4914,3.9,"100,000+"
4915,4.2,"5,000+"
4916,3.9,"50,000+"
4917,4.0,"5,000+"
4918,3.5,"50,000+"
4919,3.1,"1,000,000+"
4920,3.7,"100,000+"
4921,3.6,"10,000+"
4922,3.4,"100,000+"
4923,4.0,"100,000+"
4924,3.7,"50,000+"
4925,1.7,"10,000+"
4926,2.4,"10,000+"
4927,4.3,"10,000+"
4928,4.2,"1,000,000+"
4929,3.3,"100,000+"
4930,4.1,"10,000,000+"
4931,4.1,"1,000,000+"
4932,3.4,"100,000+"
4933,3.0,"100,000+"
4934,3.0,"50,000+"
4935,2.2,"1,000+"
4936,3.7,"50,000+"
4937,3.7,"100,000+"
4938,4.8,"1,000+"
4939,3.7,"10,000+"
4940,3.6,"1,000,000+"
4941,3.7,"500,000+"
4942,4.4,"10,000,000+"
4943,3.8,"500,000+"
4944,3.7,"1,000,000+"
4945,3.7,"1,000,000+"
4946,4.8,"10,000+"
4947,4.2,"500,000+"
4948,4.1,"10,000,000+"
4949,4.6,"50,000,000+"
4950,4.1,"1,000,000+"
4951,4.3,"10,000+"
4952,3.9,"50,000+"
4953,3.8,"50,000+"
4954,4.0,"1,000,000+"
4955,4.5,"10,000+"
4956,4.6,"50,000+"
4957,4.1,"1,000,000+"
4958,4.4,"10,000+"
4959,3.7,"50,000+"
4960,3.9,"1,000,000+"
4961,3.9,"10,000+"
4962,4.5,"100,000+"
4963,4.5,"1,000+"
4964,4.4,"10,000+"
4965,4.3,"1,000,000+"
4966,4.5,"10,000+"
4967,4.7,"100,000+"
4968,4.7,"100,000+"
4969,4.1,"1,000+"
4970,3.3,"100,000+"
4971,4.2,"5,000+"
4972,4.1,"1,000,000+"
4973,3.4,100+
4974,4.3,"5,000,000+"
4975,4.9,"500,000+"
4976,4.5,"50,000+"
4977,4.1,"1,000+"
4978,4.4,"50,000+"
4979,4.3,"5,000,000+"
4980,4.4,"10,000+"
4981,3.4,"100,000+"
4982,4.1,"100,000+"
4983,4.1,"1,000+"
4984,3.5,"100,000+"
4985,3.8,"100,000+"
4986,4.6,"100,000+"
4987,4.6,"5,000,000+"
4988,5.0,10+
4989,4.6,"10,000,000+"
4990,4.2,"1,000,000+"
4991,4.0,"1,000,000+"
4992,3.9,"5,000,000+"
4993,3.7,"50,000+"
4994,4.3,"100,000+"
4995,1.9,"5,000+"
4996,4.2,"10,000+"
4997,4.2,"100,000+"
4998,4.0,"1,000,000+"
4999,4.4,"500,000+"
5000,4.2,"50,000+"
5001,4.5,"500,000+"
5002,4.3,"1,000,000+"
5003,4.4,"100,000+"
5004,4.0,"1,000,000+"
5005,4.2,"100,000+"
5006,4.3,"1,000,000+"
5007,4.0,"50,000+"
5008,4.3,"50,000+"
5009,3.9,"500,000+"
5010,4.0,"100,000+"
5011,3.7,"1,000,000+"
5012,4.1,"1,000+"
5013,3.9,"10,000+"
5014,4.2,"5,000,000+"
5015,4.4,"1,000+"
5016,4.5,"1,000+"
5017,3.9,"100,000+"
5018,3.9,"100,000+"
5019,4.2,"10,000+"
5020,4.5,"10,000+"
5021,4.1,"10,000+"
5022,4.7,"10,000+"
5024,4.4,"10,000,000+"
5025,4.7,"10,000+"
5026,4.7,"10,000+"
5027,4.0,"1,000,000+"
5028,3.9,"500,000+"
5030,3.8,"50,000+"
5031,3.9,"10,000+"
5032,4.4,"1,000+"
5033,4.5,"5,000,000+"
5035,3.8,"10,000+"
5036,3.5,"1,000+"
5037,4.2,"10,000,000+"
5038,4.7,"10,000+"
5039,2.0,"10,000+"
5040,4.3,"5,000+"
5041,2.8,100+
5042,4.0,"10,000,000+"
5043,3.9,"1,000+"
5044,4.2,"100,000+"
5045,3.4,"10,000+"
5046,4.5,"10,000+"
5047,4.7,"1,000+"
5048,2.0,"5,000,000+"
5049,4.4,"10,000,000+"
5053,4.7,500+
5054,3.3,"10,000+"
5055,4.1,"5,000+"
5057,4.2,"100,000,000+"
5058,4.4,"10,000,000+"
5060,3.7,"500,000+"
5062,4.3,"10,000,000+"
5063,3.9,"5,000,000+"
5064,5.0,"1,000+"
5065,4.1,"1,000,000+"
5066,4.8,"1,000+"
5067,4.0,"1,000,000+"
5069,4.1,"5,000,000+"
5070,3.8,"1,000+"
5071,4.6,"10,000,000+"
5073,4.3,"10,000,000+"
5074,4.1,"10,000,000+"
5075,4.6,"10,000,000+"
5076,4.1,"5,000,000+"
5077,4.4,"100,000,000+"
5078,4.2,"10,000,000+"
5079,4.1,"1,000,000+"
5080,4.3,"1,000,000+"
5081,4.3,"500,000+"
5082,4.0,"1,000,000+"
5083,4.5,500+
5084,4.1,"10,000+"
5085,3.8,"10,000+"
5087,4.5,"5,000+"
5089,4.1,"10,000+"
5091,3.9,"10,000+"
5092,3.7,"1,000+"
5094,4.5,"5,000+"
5095,4.4,"100,000+"
5097,3.4,"5,000+"
5102,2.3,"1,000+"
5103,4.7,"10,000+"
5104,3.4,"1,000+"
5105,4.7,100+
5108,5.0,50+
5117,3.6,"10,000+"
5118,5.0,100+
5121,4.3,"10,000+"
5125,5.0,500+
5128,4.1,"50,000+"
5129,4.1,100+
5130,4.5,"100,000+"
5133,3.4,"1,000+"
5137,2.9,"10,000+"
5138,4.6,"50,000+"
5139,5.0,100+
5143,3.9,"10,000+"
5144,3.9,100+
5145,5.0,100+
5146,4.1,"100,000+"
5148,5.0,100+
5149,3.0,"5,000+"
5150,4.0,100+
5151,1.0,50+
5153,4.0,100+
5156,4.0,500+
5158,3.8,"100,000+"
5167,3.5,"100,000+"
5173,2.6,100+
5175,3.4,"50,000+"
5178,4.5,"1,000,000+"
5179,3.4,"100,000+"
5180,3.8,"50,000+"
5181,3.0,"5,000+"
5182,4.4,"1,000,000+"
5183,4.0,"1,000+"
5184,3.9,"50,000+"
5185,4.6,"1,000,000+"
5186,3.8,"10,000+"
5187,3.8,"100,000+"
5188,4.0,"10,000+"
5189,4.6,"50,000+"
5190,3.6,"50,000+"
5191,4.4,"1,000,000+"
5192,3.1,"10,000+"
5193,4.2,"1,000,000+"
5194,4.6,"10,000+"
5195,4.0,"5,000+"
5196,5.0,100+
5197,3.3,"1,000+"
5198,4.1,"1,000+"
5199,3.6,100+
5200,3.2,"1,000+"
5201,4.4,"100,000+"
5202,4.0,"100,000+"
5203,4.4,500+
5204,4.5,"1,000,000+"
5205,4.3,"1,000+"
5206,4.7,"100,000+"
5207,4.4,"5,000+"
5209,4.4,"5,000,000+"
5210,4.4,"10,000,000+"
5211,3.7,100+
5212,3.3,"100,000+"
5214,3.7,100+
5215,3.0,"1,000+"
5216,2.6,"5,000+"
5219,3.5,"1,000+"
5220,3.9,"10,000+"
5221,4.6,500+
5222,3.8,"10,000+"
5223,4.6,"5,000,000+"
5224,4.4,"50,000+"
5225,4.5,"50,000+"
5226,4.5,"100,000+"
5227,4.7,"10,000+"
5228,4.4,"1,000,000+"
5230,5.0,100+
5233,2.8,"1,000,000+"
5235,4.6,500+
5236,2.8,"10,000+"
5237,5.0,100+
5238,5.0,500+
5239,2.8,500+
5241,3.8,"1,000+"
5242,4.1,"1,000+"
5244,4.8,100+
5245,5.0,10+
5246,5.0,10+
5248,4.4,"10,000+"
5251,5.0,100+
5252,4.1,100+
5254,4.8,"5,000+"
5257,4.8,50+
5258,4.0,"1,000+"
5260,5.0,10+
5261,4.6,"100,000+"
5263,5.0,50+
5267,4.5,"500,000+"
5268,5.0,10+
5272,4.4,"100,000+"
5273,4.0,"100,000+"
5275,3.9,"500,000+"
5276,4.1,"50,000+"
5277,4.8,"1,000+"
5278,4.3,"10,000+"
5279,3.9,"1,000+"
5280,4.5,"5,000+"
5282,3.7,"10,000+"
5283,4.3,"10,000,000+"
5284,4.2,"50,000+"
5285,3.7,"10,000+"
5286,3.8,500+
5287,4.6,"1,000,000+"
5291,3.3,"1,000+"
5292,3.0,100+
5293,3.9,"10,000,000+"
5294,4.2,"10,000,000+"
5295,3.9,"10,000+"
5297,4.1,"5,000+"
5299,4.6,500+
5304,4.4,"5,000+"
5305,3.8,"10,000+"
5306,4.4,"5,000,000+"
5308,4.9,100+
5309,3.6,"5,000,000+"
5310,4.3,"1,000+"
5311,3.6,"50,000+"
5312,4.1,"10,000,000+"
5313,3.4,"50,000+"
5314,4.5,"50,000+"
5315,4.7,"1,000+"
5316,4.5,"10,000+"
5317,4.4,"10,000+"
5318,4.3,"10,000+"
5319,4.6,"10,000,000+"
5320,4.2,"50,000+"
5321,4.8,"500,000+"
5322,4.6,"10,000,000+"
5323,4.8,"10,000,000+"
5324,4.6,"10,000,000+"
5325,4.6,"1,000,000+"
5326,4.6,"100,000+"
5327,4.1,"1,000,000+"
5328,4.7,"50,000+"
5329,4.7,"1,000,000+"
5330,4.8,"100,000+"
5331,3.6,"1,000,000+"
5332,4.7,"5,000,000+"
5333,4.6,"100,000+"
5334,4.5,"5,000,000+"
5335,4.7,"500,000+"
5336,4.5,"10,000+"
5337,4.3,"50,000+"
5338,4.5,"500,000+"
5339,4.8,"1,000,000+"
5340,4.7,"1,000,000+"
5341,4.7,"10,000+"
5342,4.7,"1,000,000+"
5343,4.7,"100,000+"
5344,4.7,"50,000+"
5345,4.7,"10,000,000+"
5346,4.7,"50,000+"
5347,4.6,"50,000+"
5348,4.7,"100,000+"
5349,4.7,"10,000,000+"
5350,4.6,"100,000+"
5351,3.8,"100,000+"
5352,3.9,"10,000+"
5353,4.0,"10,000,000+"
5354,4.0,"10,000+"
5355,3.8,"10,000+"
5356,4.1,"50,000+"
5357,2.9,"1,000+"
5358,3.8,"1,000+"
5359,3.5,"5,000+"
5360,4.2,"1,000+"
5361,4.6,"10,000+"
5362,4.4,"5,000+"
5363,4.4,"1,000,000+"
5364,4.1,"1,000+"
5365,3.9,"1,000+"
5366,3.6,"10,000+"
5367,4.0,"10,000+"
5368,3.8,"10,000+"
5369,4.3,"5,000+"
5370,4.6,"10,000+"
5371,3.6,"5,000+"
5372,3.9,"100,000+"
5373,4.0,"1,000+"
5374,4.2,"100,000+"
5375,4.2,"100,000+"
5376,4.2,"100,000+"
5377,4.5,"500,000+"
5378,4.7,"10,000+"
5379,3.5,"1,000,000+"
5380,4.5,"1,000,000+"
5381,4.0,"10,000,000+"
5382,4.6,"100,000+"
5383,4.2,"10,000,000+"
5384,4.3,"10,000,000+"
5385,4.1,"10,000,000+"
5386,4.5,"5,000,000+"
5387,4.2,"10,000,000+"
5388,4.5,"10,000,000+"
5389,4.4,"10,000,000+"
5390,3.7,"1,000,000+"
5391,4.4,"5,000,000+"
5392,4.3,"10,000,000+"
5393,4.3,"5,000,000+"
5394,4.3,"5,000,000+"
5395,4.5,"100,000,000+"
5396,4.5,"10,000,000+"
5397,3.8,"5,000,000+"
5398,4.5,"1,000,000+"
5399,4.5,"10,000,000+"
5400,4.4,"1,000,000+"
5401,4.7,"100,000+"
5402,3.5,"1,000,000+"
5403,4.9,"5,000+"
5404,4.0,"1,000+"
5405,4.1,"1,000,000+"
5406,4.2,"10,000+"
5408,4.4,"10,000,000+"
5409,4.1,"100,000+"
5410,4.6,"1,000,000+"
5411,4.6,"100,000+"
5412,4.7,"100,000+"
5413,4.5,"1,000,000+"
5415,4.6,"10,000,000+"
5416,4.4,"10,000,000+"
5417,4.4,"100,000,000+"
5418,4.2,"10,000,000+"
5419,4.4,"10,000,000+"
5420,4.0,"5,000,000+"
5421,4.2,"1,000,000+"
5422,4.2,"5,000,000+"
5423,4.2,"5,000,000+"
5424,4.8,"10,000,000+"
5425,3.7,"5,000,000+"
5426,3.4,"100,000+"
5427,4.3,"10,000,000+"
5428,4.3,"1,000,000+"
5429,4.6,"10,000,000+"
5430,4.2,"10,000,000+"
5431,4.6,"100,000+"
5432,4.1,"10,000,000+"
5433,4.4,"10,000,000+"
5434,4.6,"5,000,000+"
5435,4.3,"1,000,000+"
5436,4.4,"1,000,000+"
5437,4.7,"10,000,000+"
5438,4.2,"50,000,000+"
5439,3.8,"10,000+"
5440,4.3,"100,000+"
5441,3.7,"100,000+"
5442,4.3,"10,000,000+"
5443,2.9,"5,000,000+"
5444,4.3,"10,000,000+"
5445,4.3,"10,000+"
5446,4.0,"10,000,000+"
5447,3.3,"1,000,000+"
5448,4.5,"1,000,000+"
5449,4.1,"5,000+"
5450,5.0,"1,000+"
5451,3.9,"100,000+"
5452,4.6,"10,000+"
5453,4.0,"10,000+"
5454,3.6,"10,000+"
5455,4.0,"10,000+"
5456,4.5,"5,000+"
5458,2.9,"5,000+"
5459,4.2,"1,000+"
5460,4.5,"5,000+"
5462,4.6,"10,000+"
5463,4.7,"500,000+"
5464,4.2,"100,000+"
5465,4.7,"1,000+"
5466,4.7,10+
5467,3.9,"100,000+"
5468,4.7,"10,000+"
5469,3.7,"10,000+"
5470,4.8,"5,000+"
5471,4.0,"10,000+"
5472,4.6,"10,000+"
5473,4.4,"10,000+"
5474,4.3,"1,000,000+"
5475,4.7,100+
5476,3.6,500+
5477,4.4,"5,000+"
5478,4.6,"1,000+"
5479,2.9,100+
5481,4.5,"50,000+"
5482,5.0,10+
5483,3.7,"1,000,000+"
5485,3.7,"5,000+"
5487,4.2,"5,000+"
5488,3.0,"1,000+"
5489,5.0,10+
5490,4.4,"1,000,000+"
5491,4.7,"1,000+"
5492,4.3,"1,000,000+"
5493,3.9,"100,000+"
5495,4.4,"500,000+"
5496,4.3,"100,000+"
5501,4.6,500+
5502,4.5,500+
5503,3.9,"10,000+"
5504,4.7,"1,000+"
5505,4.3,"10,000,000+"
5506,5.0,50+
5507,5.0,"1,000+"
5509,5.0,10+
5512,4.4,"50,000,000+"
5514,2.7,"10,000+"
5515,4.6,"1,000,000+"
5516,4.4,"10,000,000+"
5517,4.4,"10,000,000+"
5518,4.1,"50,000,000+"
5519,3.8,"10,000,000+"
5520,4.4,"5,000,000+"
5521,4.6,"1,000,000+"
5522,4.1,"10,000,000+"
5523,4.5,"5,000,000+"
5524,4.2,"10,000,000+"
5525,4.7,"1,000,000+"
5526,4.3,"5,000,000+"
5527,4.3,"5,000,000+"
5528,4.2,"10,000+"
5529,3.8,"100,000+"
5530,4.0,"1,000,000+"
5531,4.3,"5,000,000+"
5532,4.6,"1,000,000+"
5533,4.3,"50,000+"
5534,4.3,"10,000,000+"
5535,4.3,"1,000,000+"
5536,4.7,"5,000,000+"
5537,4.6,"10,000,000+"
5538,4.4,"100,000+"
5539,3.8,"1,000+"
5540,4.6,"10,000,000+"
5541,4.6,"100,000+"
5542,4.5,"50,000+"
5543,4.5,"5,000,000+"
5544,3.9,"10,000,000+"
5545,4.4,"1,000,000+"
5546,3.8,"100,000+"
5547,4.3,"100,000+"
5548,4.3,"50,000,000+"
5549,3.7,"10,000+"
5550,3.2,"100,000+"
5551,4.0,"10,000+"
5552,3.8,"10,000+"
5553,4.4,"10,000+"
5554,3.8,"1,000,000+"
5555,3.4,"5,000+"
5556,2.9,"10,000+"
5557,4.5,"1,000+"
5558,3.7,"5,000+"
5559,3.8,"10,000+"
5560,4.1,"1,000,000+"
5561,4.1,"1,000,000+"
5562,3.7,"5,000+"
5563,3.6,"10,000+"
5565,3.0,"1,000+"
5566,4.1,"100,000+"
5567,3.8,"1,000+"
5568,4.2,"5,000+"
5569,4.4,"1,000,000+"
5570,4.5,"10,000+"
5571,3.6,"50,000+"
5572,3.6,"10,000+"
5573,3.7,"1,000,000+"
5574,3.9,"5,000,000+"
5576,4.2,"100,000+"
5577,4.1,"100,000+"
5578,4.5,"1,000,000+"
5579,2.8,"100,000+"
5580,2.6,"10,000+"
5581,4.3,"10,000,000+"
5582,4.4,"10,000,000+"
5583,4.1,"100,000+"
5584,4.0,"50,000+"
5585,4.3,"500,000+"
5586,3.9,"50,000+"
5587,3.5,"1,000+"
5588,3.7,"5,000,000+"
5589,4.3,"10,000,000+"
5590,4.3,"10,000,000+"
5591,4.1,"5,000,000+"
5592,4.2,"5,000,000+"
5593,4.3,"10,000,000+"
5594,4.2,"10,000,000+"
5595,4.6,"10,000,000+"
5596,4.3,"100,000,000+"
5597,4.1,"5,000,000+"
5598,4.4,"10,000,000+"
5599,4.4,"5,000,000+"
5600,4.1,"5,000,000+"
5601,4.2,"100,000,000+"
5602,4.4,"5,000,000+"
5603,4.3,"5,000,000+"
5604,2.4,"1,000,000+"
5605,4.5,"50,000,000+"
5606,4.3,"50,000,000+"
5607,4.5,"5,000,000+"
5608,4.5,"1,000,000+"
5609,4.3,"10,000,000+"
5610,4.4,"10,000,000+"
5611,4.3,"10,000,000+"
5612,4.4,"50,000,000+"
5613,4.6,"5,000,000+"
5614,3.4,"500,000+"
5615,3.9,"1,000,000+"
5616,4.3,"1,000,000+"
5617,4.4,"10,000,000+"
5618,4.5,"10,000,000+"
5619,4.4,"1,000,000+"
5620,4.2,"5,000,000+"
5621,4.0,"5,000,000+"
5622,4.3,"5,000,000+"
5623,4.4,"5,000,000+"
5624,4.2,"1,000,000+"
5625,4.0,"5,000,000+"
5626,4.4,"1,000,000+"
5627,4.6,"500,000+"
5628,4.0,"100,000+"
5629,4.4,"5,000,000+"
5630,3.5,"1,000,000+"
5631,4.6,"1,000,000+"
5632,4.0,"1,000,000+"
5633,4.0,"1,000,000+"
5634,4.1,"100,000+"
5635,4.1,"10,000,000+"
5636,3.3,"100,000+"
5637,3.9,"1,000,000+"
5638,4.1,"500,000+"
5639,4.2,"100,000+"
5640,4.0,"5,000,000+"
5641,4.5,"100,000+"
5642,3.8,"100,000+"
5643,3.5,"100,000+"
5644,4.3,"500,000+"
5645,4.6,"100,000+"
5646,4.7,"10,000+"
5647,3.8,"100,000+"
5648,4.7,"100,000+"
5649,4.8,"50,000+"
5650,3.2,"1,000,000+"
5651,4.5,"100,000,000+"
5652,3.9,"1,000,000+"
5653,3.6,"1,000,000+"
5654,3.7,"10,000+"
5655,4.4,"1,000+"
5656,4.1,"1,000,000+"
5657,4.0,"100,000+"
5658,3.1,"50,000+"
5659,4.0,"100,000+"
5660,2.8,"10,000+"
5661,3.7,"10,000+"
5662,2.7,"1,000+"
5663,3.9,"100,000+"
5664,3.8,"1,000,000+"
5665,3.6,"100,000+"
5666,4.5,"100,000+"
5667,3.5,"1,000+"
5668,4.0,"10,000+"
5670,3.8,"100,000+"
5671,3.6,"10,000+"
5672,4.2,"1,000+"
5673,4.4,"50,000+"
5674,4.0,"10,000+"
5675,4.7,"1,000+"
5678,4.1,"1,000,000+"
5679,4.0,"500,000+"
5681,4.7,"10,000+"
5684,3.8,"100,000+"
5685,5.0,"1,000+"
5686,4.4,"10,000+"
5689,4.0,"1,000,000+"
5691,3.8,"1,000,000+"
5692,4.1,"10,000+"
5693,4.3,"50,000+"
5695,4.5,"100,000,000+"
5696,4.4,"100,000+"
5697,3.4,"100,000+"
5698,4.1,"10,000+"
5699,4.1,"5,000+"
5700,3.8,"1,000+"
5701,4.3,"1,000+"
5702,4.4,"10,000,000+"
5703,4.4,"1,000+"
5704,4.8,"10,000,000+"
5705,3.3,"10,000+"
5706,3.3,"100,000+"
5707,4.4,"5,000+"
5708,3.7,"100,000+"
5709,3.4,"1,000,000+"
5710,2.3,"50,000+"
5711,3.3,"1,000+"
5712,2.7,"5,000+"
5714,4.6,"10,000,000+"
5715,3.5,"50,000+"
5716,3.4,"50,000+"
5717,4.3,"10,000+"
5718,4.1,"1,000+"
5719,4.7,"50,000,000+"
5720,4.4,"10,000,000+"
5721,3.8,"50,000+"
5722,3.0,"10,000+"
5723,4.4,"10,000+"
5724,4.2,"5,000+"
5725,4.5,"1,000+"
5726,3.5,"10,000+"
5727,4.5,"1,000,000+"
5728,4.3,"10,000,000+"
5729,4.5,"5,000+"
5731,4.5,"10,000,000+"
5732,4.0,"1,000,000+"
5733,4.8,100+
5735,4.3,"100,000+"
5736,1.7,"1,000+"
5737,4.3,"1,000,000+"
5738,4.2,"5,000+"
5740,4.2,"100,000+"
5741,4.3,"100,000+"
5743,4.0,"100,000+"
5744,4.2,"50,000+"
5745,4.6,500+
5746,4.1,"1,000,000+"
5747,4.6,"1,000+"
5748,4.1,"100,000+"
5749,4.0,"50,000+"
5751,3.3,"1,000+"
5752,4.1,"100,000+"
5755,4.0,500+
5758,4.4,"5,000+"
5759,4.2,"50,000+"
5760,3.8,"1,000,000+"
5761,3.1,"5,000,000+"
5763,5.0,"1,000+"
5764,4.2,"100,000+"
5765,4.7,"5,000+"
5766,4.4,"10,000,000+"
5767,4.6,"10,000+"
5768,4.4,"10,000,000+"
5769,2.9,"100,000+"
5770,2.7,"1,000,000+"
5772,4.6,"100,000+"
5773,4.0,"100,000+"
5774,3.8,"100,000+"
5775,4.8,"1,000+"
5776,5.0,100+
5777,3.9,"1,000+"
5778,4.2,"1,000,000+"
5779,4.1,"100,000+"
5780,4.7,"10,000+"
5781,4.2,"100,000+"
5782,4.2,"500,000+"
5783,3.7,"10,000+"
5784,4.1,"1,000,000+"
5785,4.1,"10,000+"
5786,3.8,"10,000+"
5787,4.6,"100,000+"
5789,4.4,"5,000+"
